1, 2
2, 1
3, 3
9, 7
12, 6
14, 8
17, 2
18, 6
22, 7
24, 9
26, 6
27, 5
30, 10
33, 7
34, 3
37, 8
39, 3
41, 2
44, 4
45, 9
46, 2
48, 2
49, 7
53, 2
56, 1
57, 6
59, 8
63, 2
65, 2
66, 8
66, 10
69, 8
70, 3
71, 2
72, 1
73, 8
74, 5
78, 4
83, 9
85, 2
87, 2
88, 10
91, 7
93, 4
95, 2
98, 2
101, 7
101, 10
104, 2
106, 3
109, 8
113, 2
115, 4
116, 6
117, 2
119, 8
122, 2
123, 1
124, 5
127, 2
128, 10
132, 8
134, 4
136, 2
138, 10
140, 8
141, 2
143, 1
145, 8
147, 2
150, 2
153, 6
155, 9
156, 2
157, 2
158, 4
162, 2
164, 8
166, 2
167, 8
169, 2
170, 9
172, 1
174, 2
175, 2
176, 2
178, 10
180, 4
181, 4
182, 3
184, 2
185, 3
188, 7
191, 2
192, 9
194, 6
195, 1
197, 8
198, 6
200, 2
202, 4
205, 4
205, 10
207, 4
208, 7
212, 7
215, 2
218, 2
221, 10
224, 2
225, 2
228, 9
231, 8
232, 1
233, 4
236, 2
238, 4
241, 7
245, 4
249, 2
252, 2
253, 7
254, 1
255, 1
257, 6
259, 4
261, 2
264, 2
265, 1
266, 7
271, 1
272, 3
276, 2
279, 8
280, 4
285, 4
287, 2
287, 6
290, 8
293, 2
295, 4
297, 2
299, 8
300, 4
302, 4
303, 4
306, 2
307, 4
309, 1
310, 6
314, 4
315, 1
316, 3
318, 4
319, 4
321, 2
322, 7
324, 6
325, 2
326, 8
328, 8
330, 7
334, 8
337, 2
338, 3
340, 2
342, 6
345, 5
345, 7
350, 4
351, 1
353, 2
355, 1
356, 9
358, 2
360, 8
364, 9
374, 2
377, 10
378, 2
380, 10
385, 2
387, 5
391, 8
393, 3
394, 4
395, 3
396, 8
398, 2
399, 11
400, 1
405, 7
407, 9
407, 11
409, 2
411, 6
414, 7
415, 3
417, 9
421, 10
424, 2
425, 4
427, 4
428, 6
429, 9
430, 3
432, 2
433, 7
435, 7
440, 9
443, 5
443, 10
446, 2
447, 1
449, 8
452, 4
455, 2
456, 9
458, 5
459, 2
462, 2
465, 2
467, 5
468, 3
470, 1
473, 8
477, 2
480, 6
481, 3
487, 2
488, 11
489, 1
492, 2
494, 10
497, 4
498, 7
502, 2
503, 1
506, 2
507, 6
510, 7
511, 3
513, 10
516, 2
517, 3
518, 8
519, 1
520, 1
521, 2
522, 8
523, 1
525, 2
526, 4
528, 2
530, 2
531, 1
534, 8
539, 2
541, 1
542, 11
544, 2
545, 5
546, 6
546, 8
550, 2
552, 8
555, 2
556, 3
563, 8
565, 6
567, 2
568, 7
571, 2
572, 8
572, 10
575, 8
576, 3
578, 2
581, 8
585, 5
587, 2
588, 6
590, 10
594, 2
595, 9
597, 2
598, 7
600, 3
601, 5
603, 2
607, 6
609, 8
611, 7
613, 4
615, 2
615, 7
619, 2
620, 7
622, 2
623, 1
625, 8
626, 3
629, 2
631, 2
634, 10
638, 10
640, 1
641, 10
644, 2
645, 3
646, 3
647, 8
649, 9
651, 5
653, 2
654, 5
656, 4
657, 3
657, 7
658, 1
661, 2
663, 2
664, 4
667, 8
671, 6
673, 7
675, 2
676, 3
678, 4
679, 10
681, 4
684, 2
685, 1
686, 3
689, 6
691, 2
697, 2
698, 3
700, 1
701, 4
703, 1
704, 3
706, 6
708, 2
709, 7
709, 9
711, 2
712, 3
713, 4
716, 10
718, 4
719, 3
723, 8
724, 4
725, 1
727, 2
731, 1
731, 8
734, 2
735, 8
737, 3
740, 8
741, 5
743, 8
744, 2
748, 4
749, 4
752, 7
755, 9
757, 6
759, 7
766, 4
769, 8
771, 8
772, 4
776, 4
778, 2
780, 8
781, 4
782, 10
783, 3
785, 9
788, 7
790, 3
791, 5
796, 4
798, 6
800, 8
801, 3
804, 6
805, 5
807, 2
808, 8
810, 7
811, 3
813, 2
814, 9
816, 8
819, 7
825, 7
827, 2
829, 7
829, 9
831, 6
832, 3
835, 2
836, 10
838, 3
840, 7
841, 3
844, 2
845, 9
848, 6
853, 5
854, 6
856, 8
859, 2
862, 7
864, 10
867, 2
870, 4
871, 9
872, 3
875, 2
876, 8
877, 2
877, 5
878, 8
880, 2
882, 4
883, 1
885, 10
888, 8
891, 3
893, 6
895, 8
898, 8
900, 6
901, 4
903, 4
904, 6
905, 1
907, 2
908, 6
910, 1
911, 5
912, 5
916, 3
918, 9
922, 6
925, 10
928, 8
935, 2
936, 3
938, 4
939, 9
940, 2
941, 2
944, 2
946, 2
951, 4
953, 4
956, 3
958, 10
962, 9
965, 2
968, 1
970, 2
971, 9
972, 3
974, 2
976, 2
979, 2
980, 4
980, 6
981, 6
984, 3
986, 7
987, 5
990, 1
992, 2
995, 9
1001, 2
1005, 2
1008, 6
1009, 5
1012, 2
1012, 4
1013, 5
1015, 9
1017, 9
1023, 6
1025, 6
1035, 5
1037, 2
1038, 6
1038, 11
1039, 1
1042, 10
1043, 2
1045, 6
1051, 4
1052, 2
1052, 6
1053, 1
1055, 2
1056, 4
1058, 10
1061, 2
1062, 9
1067, 7
1070, 2
1071, 6
1073, 4
1077, 10
1080, 10
1082, 6
1083, 1
1083, 4
1089, 10
1092, 2
1094, 3
1097, 2
1098, 6
1101, 10
1104, 3
1106, 3
1109, 2
1112, 2
1113, 7
1115, 10
1117, 4
1122, 8
1126, 2
1127, 9
1134, 2
1135, 1
1135, 7
1137, 6
1139, 3
1141, 2
1143, 2
1145, 10
1146, 2
1148, 7
1150, 4
1153, 6
1154, 4
1157, 2
1159, 2
1160, 4
1160, 8
1161, 3
1167, 2
1169, 4
1170, 5
1173, 2
1174, 3
1175, 10
1177, 6
1178, 4
1179, 5
1184, 6
1186, 8
1188, 2
1191, 8
1194, 1
1196, 2
1198, 2
1200, 4
1202, 1
1203, 9
1205, 2
1206, 1
1208, 1
1209, 6
1210, 1
1213, 5
1215, 8
1220, 6
1222, 2
1224, 3
1228, 4
1230, 4
1232, 3
1233, 1
1236, 7
1237, 3
1239, 2
1244, 2
1247, 8
1252, 8
1253, 1
1255, 2
1256, 1
1258, 10
1260, 5
1262, 6
1265, 6
1266, 3
1268, 8
1270, 6
1274, 4
1274, 6
1276, 6
1277, 3
1278, 6
1283, 2
1284, 3
1285, 5
1287, 7
1290, 8
1292, 2
1293, 5
1294, 3
1297, 2
1298, 3
1298, 9
1300, 7
1301, 4
1304, 2
1305, 1
1306, 8
1310, 10
1310, 12
1312, 6
1313, 1
1315, 2
1316, 1
1316, 3
1317, 5
1319, 8
1322, 4
1323, 7
1324, 3
1326, 1
1328, 2
1330, 2
1331, 1
1335, 6
1336, 3
1338, 6
1339, 5
1341, 9
1343, 7
1345, 2
1346, 1
1347, 7
1349, 7
1350, 2
1354, 7
1355, 6
1358, 6
1360, 1
1361, 2
1364, 2
1374, 8
1376, 4
1381, 2
1383, 2
1384, 1
1385, 3
1388, 7
1390, 5
1391, 4
1392, 4
1397, 4
1398, 1
1399, 6
1405, 3
1408, 6
1410, 2
1413, 4
1415, 2
1416, 1
1417, 9
1418, 1
1419, 1
1420, 11
1422, 10
1428, 2
1430, 6
1432, 2
1434, 2
1435, 10
1436, 2
1437, 1
1440, 8
1441, 4
1444, 3
1446, 2
1447, 3
1449, 4
1451, 2
1452, 7
1452, 9
1455, 2
1456, 1
1457, 6
1459, 8
1461, 7
1464, 8
1465, 4
1467, 2
1468, 4
1470, 2
1472, 1
1475, 2
1477, 8
1479, 6
1482, 10
1484, 7
1489, 1
1492, 2
1493, 7
1494, 4
1495, 2
1496, 6
1497, 1
1498, 6
1500, 4
1502, 6
1504, 2
1506, 2
1508, 1
1510, 2
1511, 8
1514, 1
1514, 8
1519, 10
1521, 4
1526, 6
1527, 1
1528, 3
1530, 2
1531, 3
1532, 3
1534, 4
1535, 1
1537, 3
1538, 1
1541, 7
1545, 3
1546, 9
1548, 2
1551, 2
1552, 8
1554, 3
1556, 2
1557, 8
1559, 2
1560, 9
1562, 6
1564, 5
1570, 5
1571, 3
1572, 6
1574, 1
1577, 10
1581, 9
1583, 2
1584, 1
1585, 9
1586, 3
1588, 10
1592, 1
1594, 9
1596, 2
1597, 1
1599, 2
1602, 2
1603, 3
1604, 1
1610, 6
1611, 7
1615, 3
1622, 2
1625, 1
1627, 6
1629, 2
1630, 1
1631, 10
1635, 4
1637, 2
1638, 7
1641, 2
1644, 6
1645, 1
1646, 3
1647, 6
1652, 2
1653, 8
1655, 4
1657, 2
1658, 3
1659, 8
1662, 2
1664, 10
1666, 6
1667, 3
1669, 2
1671, 2
1672, 2
1672, 4
1674, 2
1675, 1
1678, 10
1680, 1
1680, 4
1682, 6
1683, 1
1685, 9
1688, 6
1691, 10
1694, 2
1695, 1
